name,category,n,grade,score,gradrt,bkstd,avesat,pctsat
Jefferson Elementary,E,624,C,67,0,16.03,0,0
Jeffreys Grove Elementary,E,537,B,71,0,24.53,0,0
Jesse Wharton Elem,E,490,B,72,0,28.93,0,0
Jessie Mae Monroe Elementary,E,453,D,46,0,26.94,0,0
JF Webb HS Of Health And Life Sciences,H,281,B,77,95,0,986,0.72
JF Webb HS Of Health And Life Sciences,H,281,B,77,95,0,986,0.72
Jimmy C Draughn High School,H,690,B,73,93.1,13.52,989,0.15
Joe Toler-Oak Hill Elementary,E,223,D,44,0,36.66,0,0
John A Holmes High,H,585,C,58,82.7,7.79,925,0.33
John C Tayloe Elementary,E,570,C,62,0,22.95,0,0
John Chavis Middle School,M,414,C,55,0,16.75,0,0
John J Blair Elementary,E,555,C,64,0,33.28,0,0
John M Morehead High,H,904,D,53,82.3,9.95,886,0.54
John R Griffin Middle,M,929,B,74,0,20.83,0,0
John R Lawrence Elementary,E,445,C,62,0,34.48,0,0
John Small Elementary,E,564,D,49,0,19.6,0,0
John T Hoggard High,H,1746,B,77,92,0,1082,0.65
John Van Lindley Elementary,E,491,C,63,0,25.92,0,0
John W Dillard Elementary,E,270,C,65,0,35.8,0,0
John W Jones Elementary,E,626,D,54,0,20.82,0,0
Johnson Street Global Studies,I,441,D,51,0,27.68,0,0
Johnsonville Elementary,E,588,D,41,0,21.9,0,0
Johnston Co Early College Academy,H,238,A,93,95,0,1093,0.7
Johnston Co Middle College,H,120,A,99,95,0,1070,0.54
Johnston Elementary,E,300,D,46,0,35.67,0,0
Jonathan Valley Elementary,E,358,B,71,0,18.51,0,0
Jones Dairy Elementary,E,811,B,80,0,18.28,0,0
Jones Elementary,E,358,B,72,0,18.55,0,0
Jones Middle,M,155,C,69,0,36.32,0,0
Jones Senior High,H,305,B,70,89.9,18.15,896,0.42
Jonesville Elementary,E,316,C,60,0,19.35,0,0
Jordan Matthews High,H,745,C,67,86.2,22.54,921,0.59
Joseph W Grier Academy,E,799,C,69,0,14.29,0,0
Joyner Elementary,E,695,B,74,0,22.71,0,0
Julius I Foust Elementary,E,345,D,44,0,29.44,0,0
Junaluska Elementary,E,346,B,79,0,24.77,0,0
Junius H Rose High,H,1456,C,66,81.5,1.05,1032,0.49
Kannapolis Intermediate,M,799,D,42,0,16.04,0,0
Kannapolis Middle,M,848,D,44,0,17.69,0,0
Kenansville Elementary,E,392,C,63,0,28.11,0,0
Kennedy Middle,M,768,D,46,0,6.51,0,0
Kensington Elementary,E,737,B,77,0,22.79,0,0
Kernersville Elementary,E,833,C,60,0,31.21,0,0
Kernersville Middle,M,722,C,59,0,19.06,0,0
Kernodle Middle,M,753,B,77,0,17.95,0,0
Kimberley Park Elementary,E,246,F,31,0,41.79,0,0
Kimmel Farm Elementary,E,842,C,56,0,16.7,0,0
King Elementary,E,437,C,68,0,31.45,0,0
Kings Creek Elementary,I,193,C,60,0,52.59,0,0
Kings Mountain High,H,1226,B,78,91.9,11.98,1005,0.34
Kings Mountain Intermediate,M,643,C,63,0,21.08,0,0
Kings Mountain Middle,M,653,C,58,0,22.61,0,0
Kingswood Elementary,E,406,C,69,0,22.4,0,0
Kinston High,H,769,D,44,86.5,17.47,817,0.52
Kirkman Park Elementary,E,289,D,48,0,27.99,0,0
Kiser Elementary,E,435,C,59,0,14.98,0,0
Kiser Intermediate,E,383,C,56,0,19.38,0,0
Kiser Middle,M,757,C,57,0,16.09,0,0
Kitty Hawk Elementary School,E,454,B,79,0,39.53,0,0
Knightdale Elementary,E,715,D,52,0,18.46,0,0
Knightdale High,H,1644,C,56,90.5,7.71,906,0.42
Knollwood Elementary,E,666,F,38,0,18.19,0,0
Knotts Island Elementary,E,77,B,70,0,131.48,0,0
Knox Middle,M,574,F,34,0,29.47,0,0
Konnoak Elementary,E,720,F,39,0,14.02,0,0
Koontz Elementary,E,527,F,36,0,16.95,0,0
Koontz Intermediate,M,684,C,63,0,13.36,0,0
L B Yancey Elementary,E,241,D,44,0,39.36,0,0
L Gilbert Carroll Middle,E,668,D,44,0,27.39,0,0
L J Bell Elementary,E,542,C,68,0,21.45,0,0
La Grange Elementary,E,560,D,54,0,18.01,0,0
Lacy Elementary,E,740,B,72,0,25.61,0,0
LaFayette Elementary,E,673,B,71,0,23.23,0,0
Lake Myra Elementary,E,695,C,56,0,30.89,0,0
Lake Norman Elementary,E,473,B,79,0,29.6,0,0
Lake Norman High,H,1828,B,81,93.3,6.45,1051,0.76
Lake Rim Elementary,E,639,C,60,0,22.69,0,0
Lake Wylie Elementary,E,653,C,63,0,26.72,0,0
Lakeforest Elementary,E,789,D,46,0,23.46,0,0
Lakeshore Elementary,E,672,B,73,0,22.58,0,0
Lakeshore Middle,M,502,C,66,0,19.8,0,0
Lakewood Elementary,E,473,F,38,0,21.98,0,0
Lakewood High,H,509,C,60,79.1,9.85,873,0.49
Lakewood Montessori Middle,M,298,C,68,0,18.7,0,0
Landis Elementary,E,504,D,43,0,19.45,0,0
Lansdowne Elementary,E,602,C,67,0,15.06,0,0
Laurel Hill Elementary,E,527,B,80,0,25.21,0,0
Laurel Mill Elementary,E,294,D,54,0,24.24,0,0
Laurel Park Elementary,E,975,B,76,0,21.79,0,0
Lawsonville Elementary,E,189,C,64,0,44.87,0,0
Lead Mine Elementary,E,504,C,58,0,31.32,0,0
Leaksville-Spray Elementary,E,495,C,62,0,28.23,0,0
Lebanon Road Elementary,E,806,C,60,0,11.99,0,0
Ledford Middle,M,679,C,59,0,14.52,0,0
Ledford Senior High,H,1254,B,80,85.4,7.99,1018,0.37
Lee County High,H,1486,D,54,91.6,9.3,969,0.45
Lee Early College,H,265,B,73,95,0,1091,0.12
Lee Woodard Elementary,E,234,D,47,0,28.73,0,0
Leesville Road Elementary,E,894,C,69,0,17.78,0,0
Leesville Road High,H,2340,A,85,93.1,8.23,1075,0.73
Leesville Road Middle,M,1233,B,75,0,8.73,0,0
Leicester Elementary,E,470,C,61,0,15.8,0,0
Leland Middle,M,771,C,55,0,17.27,0,0
Lenoir County Early College High,H,207,B,75,95,0,981,0.3
Level Cross Elementary,E,466,C,55,0,29.18,0,0
Lewis Chapel Middle,M,557,F,38,0,15.73,0,0
Lewisville Elementary,E,608,A,85,0,26.43,0,0
Lexington Middle School,M,652,D,47,0,18.05,0,0
Lexington Senior High,H,759,C,61,81.3,10.78,866,0.61
Liberty Drive Elementary,E,361,D,52,0,28.95,0,0
Liberty Elementary,E,428,C,58,0,59.83,0,0
Liberty Middle,M,538,C,66,0,16.62,0,0
Ligon Middle,M,1067,C,66,0,10.83,0,0
Lilesville Elementary,E,302,D,43,0,30.59,0,0
Lillian Black Elementary,E,221,D,48,0,31.22,0,0
Lillington-Shawtown Elementary,E,654,D,49,0,27.89,0,0
Lincoln Academy,I,676,C,69,0,19.38,0,0
Lincoln Elementary,E,594,C,58,0,22.76,0,0
Lincoln Elementary,E,281,C,58,0,38.82,0,0
Lincoln Heights Elementary,E,464,D,46,0,30.02,0,0
Lincolnton High,H,838,C,63,93.4,7.24,966,0.26
Lincolnton Middle,M,550,C,62,0,22.46,0,0
Lindley Park Elementary,E,421,C,59,0,70.46,0,0
Lingerfeldt Elementary,E,438,F,36,0,21.05,0,0
Little River Elementary,E,393,C,65,0,33.39,0,0
Littlefield Middle,I,747,D,41,0,21.47,0,0
Lockhart Elementary,E,697,C,57,0,16.88,0,0
Locust Elementary,E,436,C,64,0,22.25,0,0
London Elementary,E,215,C,63,0,50.18,0,0
Long Branch Elementary,E,473,D,46,0,18.73,0,0
Long Creek Elementary,E,463,C,63,0,25.63,0,0
Long Hill Elementary,E,450,B,76,0,20.06,0,0
Long Mill Elementary,E,463,D,50,0,30.16,0,0
Longview Elementary,E,440,D,54,0,23.6,0,0
Louisburg Elementary,E,494,D,52,0,33.02,0,0
Louisburg High,H,547,C,59,83.2,15.85,917,0.19
Love Memorial Elementary,E,303,C,63,0,24.65,0,0
Lowe's Grove Middle,M,673,F,34,0,6.78,0,0
Lowell Elementary,E,534,C,66,0,16.01,0,0
Lower Creek Elementary,E,419,B,70,0,21.16,0,0
Loyd E Auman Elementary,E,530,D,52,0,20.51,0,0
Lucama Elementary,E,432,C,69,0,22.46,0,0
Lucas Middle,M,606,D,47,0,15.02,0,0
Lucile Souders Elementary,E,465,D,53,0,18.31,0,0
Lucy Ragsdale High,H,1495,B,70,93.6,10.27,980,0.58
Lufkin Road Middle,M,1037,B,83,0,9.37,0,0
Lumberton Junior High,M,456,F,37,0,47.43,0,0
Lumberton Senior High,H,2033,C,56,83.1,19.27,878,0.33
Luther Nick Jeralds Middle,M,496,D,41,0,25.46,0,0
Lyle Creek Elementary,E,521,C,56,0,31.17,0,0
Lynn Road Elementary,E,473,C,62,0,27.16,0,0
M B Hubbard Elementary,E,465,F,34,0,2.4,0,0
M C S Noble Middle,M,819,B,75,0,11.74,0,0
Mabel Elementary,I,185,C,62,0,45.94,0,0
Mac Williams Middle,M,1112,C,58,0,18.88,0,0
Macon Early College High School,H,169,B,82,87.5,0,1033,0.35
Macon Middle School,M,564,C,61,0,16.38,0,0
Madison Early College High,H,215,A,87,95,0,1026,0.17
Madison Elementary,E,224,D,45,0,41.47,0,0
Madison High,H,585,C,64,81.9,11.97,1039,0.27
Madison Middle,M,574,C,62,0,34.84,0,0
Magnolia Elementary,I,818,F,35,0,32.32,0,0
Maiden Elementary,E,491,C,55,0,29.46,0,0
Maiden High,H,858,B,73,91,12.88,979,0.5
Maiden Middle School,M,493,C,63,0,24,0,0
Mallard Creek Elementary,E,743,C,63,0,8.77,0,0
Mallard Creek High,H,2494,B,77,95,4.83,970,0.52
Malpass Corner Elementary,E,426,D,54,0,42.25,0,0
Manchester Elementary,E,368,D,47,0,27.23,0,0
Mangum Elementary,E,323,B,73,0,34.22,0,0
Manning Elementary School,E,639,C,68,0,15.15,0,0
Manteo Elementary School,E,695,C,55,0,14.04,0,0
Manteo High School,H,473,B,76,94.9,18.82,990,0.77
Manteo Middle School,M,391,C,63,0,23.36,0,0
Marble Elementary,E,92,D,49,0,26.76,0,0
Margaret B. Pollard Middle,M,625,B,74,0,27.27,0,0
Margaret Hearne Elementary,E,459,D,45,0,25.16,0,0
Margaret Willis Elementary,E,316,C,57,0,31.45,0,0
Mariam Boyd Elementary,E,328,D,44,0,30.49,0,0
Marion Elementary,E,371,C,57,0,19.09,0,0
Marion Elementary,E,299,C,60,0,49.41,0,0
Mars Hill Elementary,E,492,B,74,0,30.37,0,0
Marshville Elementary,E,470,C,58,0,31.69,0,0
Martin Luther King Jr Middle,M,1020,F,34,0,15.57,0,0
Martin Middle,M,1029,B,76,0,15.08,0,0
Martins Creek Elementary/Mid,I,237,C,67,0,36.92,0,0
Marvin B Smith Elementary,E,564,B,75,0,19.87,0,0
Marvin Elementary,E,612,A,86,0,24.37,0,0
Marvin Ridge High,H,1617,A,93,95,9.07,1116,0.95
Marvin Ridge Middle,M,1219,A,93,0,12.58,0,0
Mary C Williams Elementary,E,491,C,66,0,17.66,0,0
Mary McArthur Elementary,E,437,D,47,0,21.46,0,0
Mary Potter Middle,M,323,C,58,0,23.66,0,0
Massey Hill Classical High,H,328,B,83,95,23.32,1019,0.65
Mattamuskeet Early College High,T,210,D,50,95,114.47,900,0.16
Mattamuskeet Elementary,E,207,C,60,0,116.13,0,0
Matthews Elementary,E,980,B,82,0,11.56,0,0
Mayland Early College,H,109,B,74,85,0,0,0
Maysville Elementary,E,120,D,50,0,77.08,0,0
McAdenville Elementary,E,192,D,54,0,29.16,0,0
McAlpine Elementary,E,515,B,73,0,23.19,0,0
McClintock Middle,M,915,D,48,0,11.3,0,0
McDougle Elementary,E,502,B,77,0,25.51,0,0
McDougle Middle,M,693,B,80,0,15.22,0,0
McDowell Early College,H,219,A,85,95,0,1005,0.29
McDowell High,H,1621,C,59,84,5.97,983,0.33
McGee's Crossroads Elem,E,859,C,62,0,28.21,0,0
McGee's Crossroads Middle,M,861,C,64,0,14.31,0,0
McKee Road Elementary,E,546,B,83,0,22.1,0,0
McLeansville Elementary,E,369,D,51,0,19.67,0,0
Meadow Lane Elementary,E,623,C,67,0,15.44,0,0
Meadow School,I,642,C,62,0,30.5,0,0
Meadow View Elementary,E,780,C,61,0,21.42,0,0
Meadowbrook Elementary,E,295,B,71,0,24.77,0,0
Meadowlark Elementary,E,791,A,86,0,18.34,0,0
Meadowlark Middle,M,1188,B,74,0,10.82,0,0
Meadowview Magnet Middle,M,423,D,47,0,24.27,0,0
Mendenhall Middle,M,731,C,61,0,25.63,0,0
Merrick-Moore Elementary,E,675,F,30,0,22.01,0,0
Merry Oaks Elementary,E,670,D,47,0,19.83,0,0
Micaville Elementary,E,169,B,77,0,46.43,0,0
Micro-Pine Level Elementary,E,612,C,57,0,20.01,0,0
Middle College at GTCC-GSO,H,120,A,86,95,0,933,0.25
Middle College GTCC High Point,H,121,B,74,95,0,973,0.21
Middle College High @ NC A&T,H,112,B,76,95,0.96,868,0.93
Middle College High at Bennett,H,104,A,87,95,2.2,838,0.75
Middle Creek Elementary,E,851,B,74,0,14.46,0,0
Middle Creek High,H,2228,B,84,90.7,7.53,1060,0.7
Middle Fork Elementary,E,356,F,33,0,42.39,0,0
Middlesex Elementary,E,338,C,56,0,28.81,0,0
Midway Elementary,E,444,B,73,0,19.89,0,0
Midway Elementary,E,477,B,73,0,35.13,0,0
Midway High,H,724,C,67,85.3,8.59,990,0.38
Midway Middle,M,647,C,60,0,13.77,0,0
Military and Global Leadership Academy,A,696,C,55,95,15.04,986,0.46
Mill Creek Middle,M,467,C,64,0,21.73,0,0
Millbridge Elementary,E,559,C,58,0,27.26,0,0
Millbrook Elementary,E,732,D,52,0,14.38,0,0
Millbrook High,H,2368,B,81,91.9,7.01,1036,0.66
Millers Creek Elementary,E,803,C,66,0,16.73,0,0
Millingport Elementary,E,239,D,52,0,36.34,0,0
Millis Road Elementary,E,477,B,72,0,34.55,0,0
Mills Park Elementary,E,1011,A,88,0,19.72,0,0
Mills Park Middle,M,1735,A,86,0,11.42,0,0
Mills River Elementary,E,543,B,76,0,18.24,0,0
Mineral Springs Elementary,E,450,C,59,0,28.37,0,0
Mineral Springs Elementary,E,639,C,60,0,22.84,0,0
Mineral Springs Middle,M,398,F,34,0,20.24,0,0
Mint Hill Middle,M,1157,B,76,0,13.8,0,0
Mitchell High,H,517,B,70,83.1,16.1,964,0.53
Mocksville Elementary,E,579,C,65,0,18.36,0,0
Moncure School,I,290,C,66,0,34.08,0,0
Monroe Avenue Elementary,E,431,D,47,0,26.83,0,0
Monroe High,H,1122,D,51,84.3,8.01,828,0.33
Monroe Middle,M,1047,D,48,0,9.93,0,0
Monroeton Elementary,E,450,C,59,0,21.82,0,0
Montclair Elementary,E,462,D,52,0,25.41,0,0
Montclaire Elementary,E,426,D,45,0,30.09,0,0
Monticello-Brown Summit Elem,E,371,C,64,0,37.82,0,0
Montlieu Academy of Technology,E,669,C,59,0,20.93,0,0
Moore Magnet Elementary,E,610,C,55,0,22.18,0,0
Moore Square Museum Magnet Middle,M,428,C,59,0,25.96,0,0
Mooresville Intermediate,E,772,C,67,0,21.61,0,0
Mooresville Middle,M,964,C,65,0,10.21,0,0
Mooresville Senior High,H,1845,B,80,91.1,9.88,1008,0.62
Moravian Falls Elementary,E,209,B,74,0,38.88,0,0
Morehead City Middle,M,490,B,70,0,13.53,0,0
Morehead City Primary,E,571,C,69,0,28.15,0,0
Morehead Elem at Camp Glenn,E,272,C,58,0,35.75,0,0
Morehead Elementary,E,621,B,76,0,20.18,0,0
Morehead Montessori,E,219,C,69,0,62,0,0
Morgan Elementary,E,326,C,59,0,21.76,0,0
Morganton Road Elementary,E,498,C,60,0,43.51,0,0
Morris Grove Elementary,E,551,B,77,0,18.32,0,0
Morrisville Elementary,E,793,A,88,0,13.73,0,0
Morton Elementary,E,648,C,62,0,20.81,0,0
Morven Elementary,E,223,D,45,0,39.53,0,0
Moss Hill Elementary,E,477,C,66,0,14.98,0,0
Moss Street Elementary,E,424,D,52,0,36.25,0,0
Mount Airy High,H,530,B,79,93.1,8.47,980,0.38
Mount Airy Middle,M,355,C,68,0,21.86,0,0
Mount Energy Elementary,E,373,C,58,0,41.25,0,0
Mount Gilead Elementary,E,297,D,54,0,53.4,0,0
Mount Holly Middle,M,774,C,62,0,11.49,0,0
Mount Mourne School,M,446,A,90,0,9.02,0,0
Mount Olive Elementary,E,271,B,74,0,44.88,0,0
Mount Olive Middle,M,418,D,48,0,20.02,0,0
Mount Pleasant Elementary,E,231,C,60,0,38.3,0,0
Mount Pleasant Elementary,E,669,C,69,0,15.83,0,0
Mount Pleasant High,H,831,C,68,91.2,4.07,1003,0.41
Mount Pleasant Middle,M,642,C,68,0,16.24,0,0
Mount Tabor High School,H,1524,B,72,92.5,7.93,1041,0.64
Mountain Crest Elementary,E,513,C,57,0,16.09,0,0
Mountain Heritage High,H,691,B,72,92.4,18.14,1029,0.27
Mountain Island Lake Academy,I,889,C,60,0,12.2,0,0
Mountain Park Elementary,E,175,C,56,0,40.04,0,0
Mountain View Elementary,E,572,B,72,0,20.98,0,0
Mountain View Elementary,E,749,B,74,0,24.59,0,0
Mountain View Elementary,E,514,C,66,0,21.07,0,0
Mountain View Intermediate,M,554,D,52,0,15.79,0,0
Moyock Elementary,E,475,C,69,0,35.2,0,0
Moyock Middle,M,557,C,63,0,19.04,0,0
Mt Ulla Elementary,E,321,C,66,0,30.82,0,0
Mt. Vernon-Ruth Elementary School,E,295,C,63,0,49.35,0,0
Mulberry Elementary,E,424,C,62,0,31.24,0,0
Mull Elementary,E,283,C,67,0,26.08,0,0
Murphey Traditional Academy,E,314,D,40,0,38.71,0,0
Murphy Elementary,E,454,C,68,0,17.29,0,0
Murphy High,H,477,C,65,95,20.42,943,0.44
Murphy Middle,M,319,C,55,0,26.75,0,0
Murrayville Elementary,E,705,B,71,0,21.71,0,0
Myers Park High,H,2800,A,87,94.9,2.2,1133,0.68
Myers Park Traditional,E,693,B,71,0,24.49,0,0
Myrtle Grove Middle,M,756,C,62,0,17.78,0,0
N B Mills Elementary,E,455,F,39,0,31.86,0,0
N L Dillard Middle,M,612,D,45,0,17.89,0,0
Nags Head Elementary School,E,550,B,75,0,19.79,0,0
Nakina Middle,M,198,C,57,0,21.18,0,0
Nancy Reynolds Elementary,E,165,C,62,0,48.84,0,0
Nantahala School,A,92,C,61,*,55.88,823,0.6
Nash Central High,H,1009,D,49,78.9,11.44,911,0.51
Nash Central Middle,M,612,D,54,0,8.92,0,0
Nashville Elementary,E,732,D,52,0,14.97,0,0
Nathanael Greene Elementary,E,253,C,57,0,43.26,0,0
Nathaniel Alexander Elementary,E,809,C,56,0,13.44,0,0
Nations Ford Elementary,E,758,D,43,0,86.46,0,0
Neal Middle,M,783,F,34,0,11.2,0,0
Nebo Elementary,E,399,D,51,0,30.13,0,0
Needham Broughton High,H,2065,B,75,87.4,6.65,1094,0.6
New Bern High,H,1644,C,66,85.3,14.63,1041,0.34
New Bridge Middle,M,502,C,67,0,20.52,0,0
New Century International Elementary,E,729,C,69,0,20.23,0,0
New Century International Middle,M,401,C,63,0,19.57,0,0
New Century Middle,M,591,B,70,0,23.64,0,0
New Hanover High,H,1614,C,65,76.5,9.27,1019,0.66
New Hope Elementary,E,543,B,78,0,15.83,0,0
New Hope Elementary,E,517,B,75,0,24.45,0,0
New Hope Elementary,E,623,C,66,0,28.23,0,0
New Hope Elementary,E,171,D,46,0,44.13,0,0
New Market Elementary,E,469,C,69,0,27.28,0,0
New Salem Elementary,E,320,B,78,0,29.02,0,0
New Town Elementary,E,968,A,88,0,16.27,0,0
New Vision Sch.of Math/Sci/Tec,E,326,B,74,0,51.32,0,0
Newell Elementary,E,854,D,48,0,9,0,0
Newland Elementary,E,261,C,61,0,29.78,0,0
Newport Elementary,E,749,B,80,0,22.63,0,0
Newport Middle,M,428,C,63,0,23.54,0,0
Newton-Conover High,H,789,C,65,95,6.92,942,0.5
Newton-Conover Middle,M,638,D,42,0,37.3,0,0
North Asheboro Middle,M,485,C,62,0,28.03,0,0
North Belmont Elementary,E,401,C,56,0,13.13,0,0
North Brook Elementary,E,348,C,69,0,29.54,0,0
North Brunswick High,H,1033,C,63,87.1,13.8,908,0.4
North Buncombe Elementary,E,641,C,65,0,21.67,0,0
North Buncombe High,H,1108,B,75,91.1,15.84,1068,0.47
North Buncombe Middle,M,590,C,66,0,13.9,0,0
North Canton Elementary,E,359,B,73,0,33.98,0,0
North Chatham Elementary,E,540,C,58,0,32.65,0,0
North Cove Elementary,E,232,C,62,0,51.72,0,0
North Davidson High,H,1512,B,78,88.3,6.02,1010,0.54
North Davidson Middle,M,750,C,64,0,11.1,0,0
North Davie Middle,M,454,C,69,0,23.42,0,0
North Drive Elementary,E,425,D,50,0,28.45,0,0
North Duplin Elementary,E,672,C,63,0,21.39,0,0
North Duplin Jr Sr High,T,521,D,54,87.5,14.9,966,0.42
North Edgecombe High,H,228,D,51,83.1,18.23,819,0.65
North Elementary,E,281,B,79,0,26.45,0,0
North Elementary,E,429,C,64,0,18.02,0,0
North Elementary,E,292,D,41,0,21.69,0,0
North End Elementary,E,202,C,67,0,43.4,0,0
North Forest Pines Elementary,E,768,B,72,0,19.62,0,0
North Forsyth High,H,1155,D,52,84.6,9.85,882,0.38
North Garner Middle,M,829,C,63,0,15.43,0,0
North Gaston High,H,1079,C,66,83.8,10.31,967,0.36
North Graham Elementary,E,348,D,53,0,31.12,0,0
North Henderson High,H,1061,B,74,88.7,9.01,1002,0.28
North Hills Elementary,E,480,D,42,0,20.56,0,0
North Iredell High,H,1112,C,59,84.5,6.09,990,0.34
North Iredell Middle,M,586,C,56,0,17.91,0,0
North Johnston High,H,778,B,70,90.3,11.41,998,0.24
North Johnston Middle,M,572,D,52,0,16.85,0,0
North Laurinburg Elementary,E,251,C,58,0,32.79,0,0
North Lenoir High,H,886,D,54,77.8,12.69,933,0.3
North Lincoln High,H,956,B,81,93.8,8.5,1079,0.54
North Lincoln Middle,M,725,B,76,0,12.86,0,0
North Mecklenburg High,H,1972,C,66,92.4,6.13,963,0.48
North Moore High,H,618,C,69,91.7,12.82,906,0.43
North Newton Elementary,E,485,C,59,0,36.8,0,0
North Pitt High,H,896,C,61,83.5,8.05,905,0.49
North Ridge Elementary,E,717,C,61,0,19.43,0,0
North Rowan Elementary,E,531,F,37,0,23.47,0,0
North Rowan High,H,618,D,47,87.6,6.72,826,0.44
North Rowan Middle,M,508,D,45,0,16.58,0,0
North Stanly High,H,607,C,57,86.7,22.14,988,0.36
North Stanly Middle,M,542,C,66,0,12.72,0,0
North Stokes High,H,378,B,71,95,21.9,910,0.35
North Surry High,H,823,C,63,87.1,14.86,955,0.24
North Topsail Elementary,E,629,B,72,0,25.47,0,0
North Wilkes High,H,671,C,62,90.6,8.7,1035,0.1
North Wilkes Middle,M,556,C,56,0,24.3,0,0
North Wilkesboro Elementary,E,288,D,52,0,30.41,0,0
North Windy Ridge Intermediate,M,568,C,67,0,22.36,0,0
Northampton County High School,H,488,D,48,94.2,14.79,800,0.37
Northeast Elementary,E,671,C,57,0,12.67,0,0
Northeast Elementary,E,518,F,34,0,22.66,0,0
Northeast Elementary,I,491,C,56,0,36.22,0,0
Northeast Guilford High,H,1031,C,60,91.1,16.03,851,0.6
Northeast Guilford Middle,M,731,D,47,0,30.31,0,0
Northeast Middle,M,709,D,49,0,1.25,0,0
Northeastern High,H,808,C,64,93.8,16.25,904,0.63
Northeastern Randolph Middle,M,614,C,57,0,24.78,0,0
Northern Granville Middle,M,348,D,43,0,31.61,0,0
Northern Guilford Elementary,E,599,B,78,0,26.94,0,0
Northern Guilford High,H,1340,A,85,95,10.36,1075,0.73
Northern Guilford Middle,M,863,B,76,0,16.8,0,0
Northern High,H,1436,C,57,85.5,9.73,905,0.36
Northern Middle,M,479,D,46,0,13.92,0,0
Northern Nash High,H,1102,C,55,89.1,5.98,916,0.45
Northern Vance High,H,824,D,46,79.1,14.05,848,0.51
Northridge Middle,M,732,D,45,0,15.09,0,0
Northside Elementary,E,512,C,62,0,12.42,0,0
Northside Elementary,E,479,C,65,0,19.45,0,0
Northside High,H,1135,B,75,94.2,7.27,940,0.34
Northside High,H,432,C,62,89.4,22.54,954,0.28
Northside K-8,I,388,D,43,0,33.51,0,0
Northview Middle,M,572,C,68,0,22.31,0,0
Northview School,M,384,A,88,0,13.45,0,0
Northwest Cabarrus High,H,1173,B,72,95,6.73,1011,0.52
Northwest Cabarrus Middle,M,845,C,61,0,11.2,0,0
Northwest Elementary,E,750,C,63,0,15.85,0,0
Northwest Elementary,E,492,C,69,0,19.82,0,0
Northwest Elementary,E,389,D,47,0,32.52,0,0
Northwest Elementary,E,501,D,47,0,28.31,0,0
Northwest Guilford High,H,2024,A,86,95,7.98,1109,0.72
Northwest Guilford Middle,M,976,B,82,0,17.52,0,0
Northwest Halifax High,H,452,D,53,70,29.51,797,0.33
Northwest Middle,M,937,C,55,0,10.43,0,0
Northwest School of the Arts,T,995,B,84,95,12.43,970,0.62
Northwood Elementary,E,605,D,51,0,15.36,0,0
Northwood High,H,1311,B,79,89.1,21.18,1056,0.71
Northwoods Elementary,E,508,B,71,0,22.07,0,0
Northwoods Elementary,E,455,C,55,0,20.44,0,0
Northwoods Park Middle,M,584,D,41,0,14.53,0,0
Norwayne Middle,M,898,C,65,0,10.98,0,0
Norwood Elementary,E,360,D,48,0,23.41,0,0
NRM Early College High School,H,236,B,84,95,0,965,0.46
Oak Grove Elementary,E,731,B,81,0,23.63,0,0
Oak Grove Elementary,E,611,D,51,0,20.66,0,0
Oak Grove Middle,M,724,C,69,0,17.07,0,0
Oak Hill Elementary,E,422,C,65,0,38.95,0,0
Oak Hill Elementary,E,462,C,57,0,27.92,0,0
Oak Hill Elementary,I,135,D,52,0,65.53,0,0
Oak Lane Elementary,E,239,B,70,0,21.25,0,0
Oak Ridge Elementary,E,745,B,80,0,21.39,0,0
Oak View Elementary,E,496,D,49,0,25.54,0,0
Oakboro Elementary,E,332,D,54,0,31.62,0,0
Oakdale Elementary,E,677,D,48,0,7.92,0,0
Oaklawn Language Academy,I,511,B,70,0,22.71,0,0
Oakley Elementary,E,452,C,56,0,31.05,0,0
Oaks Road Elementary,E,423,D,51,0,19.84,0,0
Oakwood Elementary,E,364,B,77,0,31.12,0,0
Oakwood Elementary,E,356,D,42,0,21.1,0,0
Ogden Elementary,E,695,A,86,0,32.44,0,0
Old Dock Elementary,E,275,C,68,0,50.91,0,0
Old Fort Elementary,E,344,C,60,0,27.85,0,0
Old Richmond Elementary,E,480,B,72,0,27.47,0,0
Old Town Elementary,E,608,D,43,0,33.78,0,0
Olde Providence Elementary,E,722,B,78,0,13.76,0,0
Olds Elementary,E,344,B,72,0,30.67,0,0
Olive Chapel Elementary,E,875,B,77,0,15.88,0,0
Olympic High - Biotech Health Pub Admin,H,571,B,73,90.7,14.77,946,0.53
Orange High,H,1278,C,66,90.4,11.77,1026,0.63
Orrum Middle,M,303,D,40,0,40.01,0,0
Otis L Hairston Sr Middle,M,660,F,37,0,29,0,0
Overhills Elementary,E,936,C,56,0,14.72,0,0
Overhills High,H,1770,C,55,87.9,12.3,913,0.37
Overhills Middle,M,739,D,45,0,22.14,0,0
Overton Elementary,E,372,D,41,0,0,0,0
Owen High,H,757,C,67,90.3,15.22,995,0.56
Owen Middle,M,546,C,60,0,12.95,0,0
